genre,chart_page,period,artist,title,label
variety,9908,"August 2 - 8, 1999",Public Enemy,There's A Poison Goin' On,Atomic Pop
variety,9908,"August 2 - 8, 1999",Los Lobos,This Time,Hollywood
variety,9908,"August 2 - 8, 1999",Kelly Joe Phelps,Shine Eyed Mister Zen,Rykodisc
variety,9908,"August 2 - 8, 1999",Macy Gray,On How Life Is,Epic
variety,9908,"August 2 - 8, 1999",The Flaming Lips,The Soft Bulletin,Warner Bros
variety,9908,"August 2 - 8, 1999",Maktub,Subtle Ways,JMG
variety,9908,"August 2 - 8, 1999",Belle and Sebastian,Tigermilk,Matador
variety,9908,"August 2 - 8, 1999",Wayne Hancock,"Wild, Free & Reckless",Ark 21
variety,9908,"August 2 - 8, 1999",(Various),The New Latinaires,Ubiquity
variety,9908,"August 2 - 8, 1999",Rusty Willoughby,Rusty Willoughby,Book/ Hothouse
variety,9908,"August 2 - 8, 1999",MC Solaar,Le Tour De La Question,Sentinel Quest/East West France
variety,9908,"August 2 - 8, 1999",Those Bastard Souls,Debt & Departure,V2
variety,9908,"August 2 - 8, 1999",Os Mutantes,Everything Is Possible!,Luaka Bop / Warner Bros
variety,9908,"August 2 - 8, 1999",Black Box Recorder,England Made Me,Jetset
variety,9908,"August 2 - 8, 1999",(Various),"Loud, Fast & Out Of Control",Rhino
variety,9908,"August 2 - 8, 1999",The Meat Purveyors,More Songs About Buildings and Food,Bloodshot
variety,9908,"August 2 - 8, 1999",Caetano Veloso,Livro,Nonesuch
variety,9908,"August 2 - 8, 1999",The Beta Band,The Beta Band,Astralwerks
variety,9908,"August 2 - 8, 1999",Macha,See It Another Way,Jetset
variety,9908,"August 2 - 8, 1999",Robyn Hitchcock,Jewels For Sophia,Warner Bros
variety,9908,"August 2 - 8, 1999",Ursula 1000,The Now Sounds Of Ursula 1000,Eighteenth Street Lounge
variety,9908,"August 2 - 8, 1999",Hot Club of Cowtown,Tall Tales,Hightone
variety,9908,"August 2 - 8, 1999",Paul Jones,Pucker Up Buttercup,Fat Possum
variety,9908,"August 2 - 8, 1999",(Various),Red Hot + Lisbon,Red Hot/ Bar None
variety,9908,"August 2 - 8, 1999",The Walkabouts,Trail Of Stars,Glitterhouse
variety,9908,"August 2 - 8, 1999",Habib Koite & Bamada,Muso Ko,Alula
variety,9908,"August 2 - 8, 1999",Lamb,Fear of Fours,Fontana/Mercury
variety,9908,"August 2 - 8, 1999",(Various),Edges From The Postcard 3,Hayden's Ferry
variety,9908,"August 2 - 8, 1999",Terry Lee Hale & the Blind Doctors,Old Hand,Glitterhouse
variety,9908,"August 2 - 8, 1999",Max Romeo,Open The Iron Gate 1973-1977,Blood and Fire
variety,9908,"August 2 - 8, 1999",(Various),Unknownwerks: Volume 01,Astralwerks
variety,9908,"August 2 - 8, 1999",Cafe Tacuba,Reves/Yosoy,Warner Bros /WEA Latina
variety,9908,"August 2 - 8, 1999",Kristin Hersh,Sky Motel,4AD
variety,9908,"August 2 - 8, 1999",Mr. Bungle,California,Warner Bros
variety,9908,"August 2 - 8, 1999",Chemical Brothers,Surrender,Astralwerks
variety,9908,"August 2 - 8, 1999",Plena Libre,Juntos y Revueltos,RykoLatino
variety,9908,"August 2 - 8, 1999",The Negro Problem,Joys & Concerns,Aerial Flipout
variety,9908,"August 2 - 8, 1999",Guided By Voices,Do The Collapse,TVT
variety,9908,"August 2 - 8, 1999",(Various),"Crooklyn Dub Outernational Presents Certified Dope, Vol. 3",WordSound
variety,9908,"August 2 - 8, 1999",Red House Painters,Retrospective,4AD
variety,9908,"August 2 - 8, 1999",Ali Farka Toure,Niafunke,Hannibal
variety,9908,"August 2 - 8, 1999",GZA/Genius,Beneath The Surface,MCA
variety,9908,"August 2 - 8, 1999",The Blue Hawaiians,Savage Night,Coolsville / Interscope
variety,9908,"August 2 - 8, 1999",Toumani Diabate with Ballake Sissoko,New Ancient Strings,Hannibal
variety,9908,"August 2 - 8, 1999",Luscious Jackson,Electric Honey,Capitol
variety,9908,"August 2 - 8, 1999",(Various),Wallpaper mach 1.5,Sweet Mother
variety,9908,"August 2 - 8, 1999",Eliades Ochoa,Sublime Ilusion,Higher Octave World
variety,9908,"August 2 - 8, 1999",(Various),Electro-Lounge,The Right Stuff
variety,9908,"August 2 - 8, 1999",Jack Logan,Buzz Me In,Capricorn
variety,9908,"August 2 - 8, 1999",Moby,Play,V2
variety,9908,"August 2 - 8, 1999",800 Cherries,Romantico,March
variety,9908,"August 2 - 8, 1999",(Various),"Oh, Merge",Merge
variety,9908,"August 2 - 8, 1999",Ibrahim Ferrer,Buena Vista Social Club Presents,World Circuit / Nonesuch
variety,9908,"August 2 - 8, 1999",Cibo Matto,Stereo Type A,Warner Bros
variety,9908,"August 2 - 8, 1999",Boom Boom Satellites,Out Loud,Epic
variety,9908,"August 2 - 8, 1999",Hillpeople,Hillpeople,self-released
variety,9908,"August 2 - 8, 1999",(Various),Return Of The Grievous Angel,Almo Sounds
variety,9908,"August 2 - 8, 1999",Brilliantine,My Life and the Beautiful Game,Deep Reverb
variety,9909,"August 30 - Sept 5, 1999",Kool Keith,Black Elvis/Lost In Space,Ruffhouse / Columbia
variety,9909,"August 30 - Sept 5, 1999",The Folk Implosion,One Part Lullaby,Interscope
variety,9909,"August 30 - Sept 5, 1999",Macy Gray,On How Life Is,Epic
variety,9909,"August 30 - Sept 5, 1999",Basement Jaxx,Remedy,Astralwerks
variety,9909,"August 30 - Sept 5, 1999",Richard Thompson,Mock Tudor,Capitol
variety,9909,"August 30 - Sept 5, 1999",Slick Sixty,Nibs and Nabs,Mute
variety,9909,"August 30 - Sept 5, 1999",Rico Bell & The Snake Handlers,Dark Side of The Mersey,Bloodshot
variety,9909,"August 30 - Sept 5, 1999",Superchunk,Come Pick Me Up,Merge
variety,9909,"August 30 - Sept 5, 1999",Bows,Blush,Too Pure
variety,9909,"August 30 - Sept 5, 1999",Kaouding Cissoko,Kora Revolution,Palm Pictures
variety,9909,"August 30 - Sept 5, 1999",Captain Beefheart & the Magic Band,The Dust Blows Forward,Rhino
variety,9909,"August 30 - Sept 5, 1999",(Various),The New Latinaires,Ubiquity
variety,9909,"August 30 - Sept 5, 1999",Los Lobos,This Time,Hollywood
variety,9909,"August 30 - Sept 5, 1999",Wayne Hancock,"Wild, Free & Reckless",Ark 21
variety,9909,"August 30 - Sept 5, 1999",The Dusty 45s,Shackin' Up,self-released
variety,9909,"August 30 - Sept 5, 1999",Belle and Sebastian,Tigermilk,Matador
variety,9909,"August 30 - Sept 5, 1999",Those Bastard Souls,Debt & Departure,V2
variety,9909,"August 30 - Sept 5, 1999",MC Solaar,Le Tour De La Question,Sentinel Quest/East West France
variety,9909,"August 30 - Sept 5, 1999",Kelly Joe Phelps,Shine Eyed Mister Zen,Rykodisc
variety,9909,"August 30 - Sept 5, 1999",The Meat Purveyors,More Songs About Buildings and Cows,Bloodshot
variety,9909,"August 30 - Sept 5, 1999",East River Pipe,The Gasoline Age,Merge
variety,9909,"August 30 - Sept 5, 1999",Stereolab,Cobra and Phases Group Play Voltage,Elektra
variety,9909,"August 30 - Sept 5, 1999",Joel R.L. Phelps and the Downer Trio,Blackbird,Pacifico
variety,9909,"August 30 - Sept 5, 1999",Hot Club of Cowtown,Tall Tales,Hightone
variety,9909,"August 30 - Sept 5, 1999",(Various),Freezone 6: Fourth Person Singular,SSR / Crammed Discs
variety,9909,"August 30 - Sept 5, 1999",Marine Research,Sounds From The Gulf Stream,K
variety,9909,"August 30 - Sept 5, 1999",(Various),Red Hot + Lisbon,Red Hot/ Bar None
variety,9909,"August 30 - Sept 5, 1999",Los Straitjackets,The Velvet Touch of Los Straitjackets,Yep Roc
variety,9909,"August 30 - Sept 5, 1999",Ursula 1000,The Now Sounds Of Ursula 1000,Eighteenth Street Lounge
variety,9909,"August 30 - Sept 5, 1999",Arsonists,As The World Burns,Matador
variety,9909,"August 30 - Sept 5, 1999",Rabih Abou-Khalil,Yara,Enja
variety,9909,"August 30 - Sept 5, 1999",Tricky with DJ Muggs and Grease,Juxtapose,Island
variety,9909,"August 30 - Sept 5, 1999",Julie Miller,Broken Things,Hightone
variety,9909,"August 30 - Sept 5, 1999",Andrew Bird's Bowl of Fire,Oh! The Grandeur,Rykodisc
variety,9909,"August 30 - Sept 5, 1999",Robyn Hitchcock,Jewels For Sophia,Warner Bros
variety,9909,"August 30 - Sept 5, 1999",Lucky Dube,The Way It Is,Shanachie
variety,9909,"August 30 - Sept 5, 1999",Macha,See It Another Way,Jetset
variety,9909,"August 30 - Sept 5, 1999",(Various),Brasil 2mil: 1. The Soul of Bass-O-Nova,Six Degrees
variety,9909,"August 30 - Sept 5, 1999",Terry Lee Hale & the Blind Doctors,Old Hand,Glitterhouse
variety,9909,"August 30 - Sept 5, 1999",Gang Starr,Full Clip: A Decade Of Gang Starr,Noo Trybe/ Virgin
variety,9909,"August 30 - Sept 5, 1999",Taj Mahal/Toumani Diabate,Kulanjan,Hannibal
variety,9909,"August 30 - Sept 5, 1999",Red House Painters,Retrospective,4AD
variety,9909,"August 30 - Sept 5, 1999",Lamb,Fear of Fours,Fontana/ Mercury
variety,9909,"August 30 - Sept 5, 1999",Kristin Hersh,Sky Motel,4AD
variety,9909,"August 30 - Sept 5, 1999",Bamboleo,Ya No Hace Falta,Ahii-Nama
variety,9909,"August 30 - Sept 5, 1999",The Walkabouts,Trail Of Stars,Glitterhouse
variety,9909,"August 30 - Sept 5, 1999",Max Romeo,Open The Iron Gate 1973-1977,Blood and Fire
variety,9909,"August 30 - Sept 5, 1999",Ana D,Satelite 99,Grimsey
variety,9909,"August 30 - Sept 5, 1999",(Various),Unknownwerks: Volume 01,Astralwerks
variety,9909,"August 30 - Sept 5, 1999",Paul Jones,Pucker Up Buttercup,Fat Possum
variety,9909,"August 30 - Sept 5, 1999",Habib Koite & Bamada,Muso Ko,Alula
variety,9909,"August 30 - Sept 5, 1999",Public Enemy,There's A Poison Goin' On,Atomic Pop
variety,9909,"August 30 - Sept 5, 1999",The Negro Problem,Joys & Concerns,Aerial Flipout
variety,9909,"August 30 - Sept 5, 1999",Luscious Jackson,Electric Honey,Capitol
variety,9909,"August 30 - Sept 5, 1999",Toumani Diabate with Ballake Sissoko,New Ancient Strings,Hannibal
variety,9909,"August 30 - Sept 5, 1999",Guided By Voices,Do The Collapse,TVT
variety,9909,"August 30 - Sept 5, 1999",(Various),"Crooklyn Dub Outernational Presents Certified Dope, Vol. 3",WordSound
variety,9909,"August 30 - Sept 5, 1999",GZA/Genius,Beneath The Surface,MCA
variety,9911,"November 15 - 21, 1999",Mos Def,Black On Both Sides,Rawkus
variety,9911,"November 15 - 21, 1999",Luna,The Days Of Our Nights,Jericho/Cello/Sire
variety,9911,"November 15 - 21, 1999",Kid Loco,Presents Jesus Life For Children Under 12 Inches,Atlantic
variety,9911,"November 15 - 21, 1999",Air Cuba,Leap of Faith,4AD
variety,9911,"November 15 - 21, 1999",Sally Timms,Cowboy Sally's Twilight Laments,Bloodshot
variety,9911,"November 15 - 21, 1999",Handsome Boy Modeling School,So How's Your Girl?,Tommy Boy
variety,9911,"November 15 - 21, 1999",Zen Guerrilla,Trance State In Tongues,Sub Pop
variety,9911,"November 15 - 21, 1999",Andrea Parker,Kiss My Arp Beggars Banquet/Mo Wax,
variety,9911,"November 15 - 21, 1999",Joe Louis Walker,Silvertone Blues,Blue Thumb
variety,9911,"November 15 - 21, 1999",Lori Carson,Stars,Reckless
variety,9911,"November 15 - 21, 1999",T-Cisco,The Destructive Edit,Ubiquity
variety,9911,"November 15 - 21, 1999",Bidinte,Kumura,Intuition/Nubenegra
variety,9911,"November 15 - 21, 1999",The Souvenirs,King of Heartache,Will
variety,9911,"November 15 - 21, 1999",Stereo Total,My Melody,Bobsled
variety,9911,"November 15 - 21, 1999",The Jon Spencer Blues Explosion,Xtra-Acme USA,Matador
variety,9911,"November 15 - 21, 1999",DJ Krush,Kakusei,Red Ink
variety,9911,"November 15 - 21, 1999",The Get Up Kids,Something To Write Home About,Vagrant
variety,9911,"November 15 - 21, 1999",Mark Lanegan,I'll Take Care Of You,Sub Pop
variety,9911,"November 15 - 21, 1999",(Various),The Funky Precedent,LooseGroove
variety,9911,"November 15 - 21, 1999",The Promise Ring,Very Emergency,Jade Tree
variety,9911,"November 15 - 21, 1999",Nebula,To The Cente,r Sub Pop
variety,9911,"November 15 - 21, 1999",Breakbeat Era,Ultra-Obscene,XL/1500/A&M
variety,9911,"November 15 - 21, 1999",Alex Gopher,You My Baby & I,V2
variety,9911,"November 15 - 21, 1999",Backyard Babies,Total 13,Scooch Pooch
variety,9911,"November 15 - 21, 1999",(Various),The New Latinaires 2,Ubiquity
variety,9911,"November 15 - 21, 1999",The Ex-Husbands,All Gussied Up,Tar Hut
variety,9911,"November 15 - 21, 1999",(Various),Cape Verde,Putumayo
variety,9911,"November 15 - 21, 1999",No. 2,No Memory,Chainsaw
variety,9911,"November 15 - 21, 1999",The Derailers,Full Western Dress,Sire
variety,9911,"November 15 - 21, 1999",Zap Mama,A Ma Zone,Luaka Bop
variety,9911,"November 15 - 21, 1999",Plone,For Beginner Piano,Matador
variety,9911,"November 15 - 21, 1999",Deke Dickerson and the Ecco-fonics,More Million Sellers,Hightone
variety,9911,"November 15 - 21, 1999",(Various),Viva Cubapop!,Cubop/Ubiquity
variety,9911,"November 15 - 21, 1999",The Dismemberment Plan,Emergency & I,DeSoto
variety,9911,"November 15 - 21, 1999",And You Will Know Us By the Trail of Dead,Madonna,Merge
variety,9911,"November 15 - 21, 1999",Cesaria Evora,Caf Atlantico,RCA Victor
variety,9911,"November 15 - 21, 1999",The Wisdom of Harry,Stars of Super 8,Matador
variety,9911,"November 15 - 21, 1999",The Hellacopters,Payin' The Dues,Sub Pop
variety,9911,"November 15 - 21, 1999",Arto Lindsay,Prize,Righteous Babe
variety,9911,"November 15 - 21, 1999",(Various),Soulfood,Cookin'/Good Looking
variety,9911,"November 15 - 21, 1999",Kepa Junkera,Bilbao 00:00h,Alula
variety,9911,"November 15 - 21, 1999",Hardknox,Hardknox,Jive Electro
variety,9911,"November 15 - 21, 1999",Afro Cuban Jazz Project,Descarga Uno,Circular Moves
variety,9911,"November 15 - 21, 1999",(Heather Duby,Post To Wire,Sub Pop
variety,9911,"November 15 - 21, 1999",(Various),Quannum Spectrum,Quannum Projects
variety,9911,"November 15 - 21, 1999",Sunset Valley,Boyscout Superhero,Sugar Free
variety,9911,"November 15 - 21, 1999",The High Llamas,Snowbug,V2
variety,9911,"November 15 - 21, 1999",Johnny Dowd,Pictures From Life's Other Side,Koch
variety,9911,"November 15 - 21, 1999",Kalman Balogh & the Gypsy Cimbalom Band,Gypsy Jazz,Rounder
variety,9911,"November 15 - 21, 1999",(Various),Sacred Steel - Live!,Arhoolie
variety,9911,"November 15 - 21, 1999",The Wedding Present,Singles 1995-97,Spinart
variety,9911,"November 15 - 21, 1999",Jimmy Bosch,Salsa Dura,RykoLatino
variety,9911,"November 15 - 21, 1999",Gomez,Liquid Skin,Virgin
variety,9911,"November 15 - 21, 1999",Archer Prewitt,White Sky,Carrot Top
variety,9911,"November 15 - 21, 1999",Dub Funk Association,Sounds Of The Heavyweight,Tanty
variety,9911,"November 15 - 21, 1999",Peter Parker,Migliore!,Magic Palace
variety,9911,"November 15 - 21, 1999",Jose Moreno,El Fidelero Del Valle,Arhoolie
variety,9911,"November 15 - 21, 1999",Tristeza,Spine and Sensory,Makoto
variety,9911,"November 15 - 21, 1999",Solex,Pick Up,Matador
variety,9912,"December 6 - December 12, 1999",Beck,Midnite Vultures,DGC
variety,9912,"December 6 - December 12, 1999",Krust,Coded Language,Talkin Loud/Island
variety,9912,"December 6 - December 12, 1999",(Various),Viva Cubapop!,Cubop/Ubiquity
variety,9912,"December 6 - December 12, 1999",Mos Def,Black On Both Sides,Rawkus
variety,9912,"December 6 - December 12, 1999",hotRod Circuit,If I Knew Know What I Knew Then,Triple Crown
variety,9912,"December 6 - December 12, 1999",(Various),Cape Verde,Putumayo
variety,9912,"December 6 - December 12, 1999",Alex Gopher,You My Baby & I,V2
variety,9912,"December 6 - December 12, 1999",(Various),Jet Society,Eighteenth Street Lounge Soundtracks
variety,9912,"December 6 - December 12, 1999",Sally Timms,Cowboy Sally's Twilight Laments,Bloodshot
variety,9912,"December 6 - December 12, 1999",Air Cuba,Leap of Faith,4AD
variety,9912,"December 6 - December 12, 1999",The Dismemberment Plan,Emergency & I,DeSoto
variety,9912,"December 6 - December 12, 1999",Andrea Parker,Kiss My Arp Beggars Banquet/Mo Wax,
variety,9912,"December 6 - December 12, 1999",Zen Guerrilla,Trance State In Tongues,Sub Pop
variety,9912,"December 6 - December 12, 1999",Kid Loco,Presents Jesus Life For Children Under 12 Inches,Atlantic
variety,9912,"December 6 - December 12, 1999",Bidinte,Kumura,Intuition/Nubenegra
variety,9912,"December 6 - December 12, 1999",Lori Carson,Stars,Reckless
variety,9912,"December 6 - December 12, 1999",Joe Louis Walker,Silvertone Blues,Blue Thumb
variety,9912,"December 6 - December 12, 1999",T-Cisco,The Destructive Edit,Ubiquity
variety,9912,"December 6 - December 12, 1999",Luna,The Days Of Our Nights,Jericho/Cello/Sire
variety,9912,"December 6 - December 12, 1999",Handsome Boy Modeling School,So How's Your Girl?,Tommy Boy
variety,9912,"December 6 - December 12, 1999",Clinic,Clinic,Domino
variety,9912,"December 6 - December 12, 1999",Bloom 05,Lonsome Solar Surfer,Gash
variety,9912,"December 6 - December 12, 1999",Company Segundo,Calle Salud,Nonesuch
variety,9912,"December 6 - December 12, 1999",Hood,The Cycle of the Days and Seasons,Domino
variety,9912,"December 6 - December 12, 1999",No. 2,No Memory,Chainsaw
variety,9912,"December 6 - December 12, 1999",Truco and Zaperoko,Fusion Caribena,RykoLatino
variety,9912,"December 6 - December 12, 1999",Matthew Sweet,In Reverse,Volcano
variety,9912,"December 6 - December 12, 1999",Nebula,To The Cente,r Sub Pop
variety,9912,"December 6 - December 12, 1999",Jim O'Rourke,Halfway To A Threeway,Drag City
variety,9912,"December 6 - December 12, 1999",The Ex-Husbands,All Gussied Up,Tar Hut
variety,9912,"December 6 - December 12, 1999",Backyard Babies,Total 13,Scooch Pooch
variety,9912,"December 6 - December 12, 1999",Q-Tip,Amplified,Arista
variety,9912,"December 6 - December 12, 1999",Teddy Morgan and the Pistolas,Lost Love and Highways,Hightone
variety,9912,"December 6 - December 12, 1999",(Various),The New Latinaires 2,Ubiquity
variety,9912,"December 6 - December 12, 1999",Plone,For Beginner Piano,Matador
variety,9912,"December 6 - December 12, 1999",Da Grass Roots,Passage Through Time,Conception
variety,9912,"December 6 - December 12, 1999",Juan de Marcos' Afro Cuban All Stars,"Distinto, Diferente",Rykodisc
variety,9912,"December 6 - December 12, 1999",Heather Duby,Post to Wire,Sub Pop
variety,9912,"December 6 - December 12, 1999",And You Will Know Us By the Trail of Dead,Madonna,Merge
variety,9912,"December 6 - December 12, 1999",Mogwai,EP + 2,Matador
variety,9912,"December 6 - December 12, 1999",Kepa Junkera,Bilbao 00:00h,Alula
variety,9912,"December 6 - December 12, 1999",The Hellacopters,Payin' The Dues,Sub Pop
variety,9912,"December 6 - December 12, 1999",Zap Mama,A Ma Zone,Luaka Bop
variety,9912,"December 6 - December 12, 1999",Deke Dickerson and the Ecco-fonics,More Million Sellers,Hightone
variety,9912,"December 6 - December 12, 1999",(Various),Nordic Roots,Northside
variety,9912,"December 6 - December 12, 1999",Ani DiFranco,To the Teeth,Righteous Babe
variety,9912,"December 6 - December 12, 1999",(Various),Soulfood,Cookin'/Good Looking
variety,9912,"December 6 - December 12, 1999",The Wisdom of Harry,Stars of Super 8,Matador
variety,9912,"December 6 - December 12, 1999",Kid Loco,DJ Kicks,Stud!o K7
variety,9912,"December 6 - December 12, 1999",Arto Lindsay,Prize,Righteous Babe
variety,9912,"December 6 - December 12, 1999",Emporer Penguin,Extreme Gaming,My Pal God
variety,9912,"December 6 - December 12, 1999",The Wedding Present,Singles 1995-97,Spinart
variety,9912,"December 6 - December 12, 1999",(Various),Quannum Spectrum,Quannum Projects
variety,9912,"December 6 - December 12, 1999",Fila Brazilla,A Touch of Cloth,Tritone
variety,9912,"December 6 - December 12, 1999",The High Llamas,Snowbug,V2
variety,9912,"December 6 - December 12, 1999",Kalman Balogh & the Gypsy Cimbalom Band,Gypsy Jazz,Rounder
variety,9912,"December 6 - December 12, 1999",Sunset Valley,Boyscout Superhero,Sugar Free
variety,9912,"December 6 - December 12, 1999",Afro Cuban Jazz Project,Descarga Uno,Circular Moves
variety,9912,"December 6 - December 12, 1999",(Various),Sacred Steel - Live!,Arhoolie
variety,9912,"December 6 - December 12, 1999",Jimmy Bosch,Salsa Dura,RykoLatino
world,0001,"January 3 - January 9, 2000",(Various),The Sound Of Channel One: King Tubby Connection,(Guava Jelly)
world,0001,"January 3 - January 9, 2000",(Various),Rough Guide To The Music Of The Gypsies,(World Music Network)
world,0001,"January 3 - January 9, 2000",(Various),Viva Cubop!,( Cubop / Ubiquity )
world,0001,"January 3 - January 9, 2000",Compay Segundo,Calle Salud,( Nonesuch )
world,0001,"January 3 - January 9, 2000",Bernard Kabanda,Olugendo,(WOMAD)
world,0001,"January 3 - January 9, 2000",(Various),Cape Verde,( Putumayo )
world,0001,"January 3 - January 9, 2000",(Various),Lightning Over The River,( Music Club )
world,0001,"January 3 - January 9, 2000",Mahmoud Ahmed,Ethiopiques 6,(Buda Musique)
world,0001,"January 3 - January 9, 2000",Franco & O.K. Jazz,Originalite,(RetroAfric)
world,0001,"January 3 - January 9, 2000",Truco & Zaperoko,Fusion Caribena,( RykoLatino )
world,0002,"January 31 - February 6, 2000",Caravana Cubana,Late Night Sessions,( Rhino )
world,0002,"January 31 - February 6, 2000",(Various),The Sound Of Channel One: King Tubby Connection,(Guava Jelly)
world,0002,"January 31 - February 6, 2000",Bernard Kabanda,Olugendo,(WOMAD)
world,0002,"January 31 - February 6, 2000",(Various),Rough Guide To The Music Of The Gypsies,(World Music Network)
world,0002,"January 31 - February 6, 2000",Pachora,Ast,( Knitting Factory )
world,0002,"January 31 - February 6, 2000",Ekova,Heaven's Dust,( Six Degrees )
world,0002,"January 31 - February 6, 2000",Djanbutu Thiossane,"Ass, Mass & Pap",(Intuition)
world,0002,"January 31 - February 6, 2000",Franco & O.K. Jazz,Originalite,(RetroAfric)
world,0002,"January 31 - February 6, 2000",Mahmoud Ahmed,Ethiopiques 6,(Buda Musique)
world,0002,"January 31 - February 6, 2000",(Various),Lightning Over The River,( Music Club )
world,9603,"March 4-10, 1996",Nusrat Fateh Ali Khan,Night Song,Real World
world,9603,"March 4-10, 1996",Jesus Alemany's,Cubanismo!,Hannibal
world,9603,"March 4-10, 1996",(Various),Harvest Song,Ellipsis Arts
world,9603,"March 4-10, 1996",(Various),Musiki Wa Dansi,Africassette
world,9603,"March 4-10, 1996",Aisha Kandisha's Jarrg,Shabeesation,Rykodisc
world,9603,"March 4-10, 1996",(Various),Heavyweight Sound,Blood And Fire
world,9603,"March 4-10, 1996",(Various),Dub Over Dub,Heartbeat
world,9603,"March 4-10, 1996",Marta Sebestyen,Kismet,Hannibal
world,9603,"March 4-10, 1996",(Various),Jive Nation,Stern's/Earthworks
world,9603,"March 4-10, 1996",(Various),Best of Straker's,Rounder
world,9604,"April 1-7, 1996",Nusrat Fateh Ali Khan,Night Song,Real World
world,9604,"April 1-7, 1996",Jesus Alemany's,Cubanismo!,Hannibal
world,9604,"April 1-7, 1996",(Various),Brasil:A Century Of Song,Blue Jackel
world,9604,"April 1-7, 1996",(Various),Harvest Song,Ellipsis Arts
world,9604,"April 1-7, 1996",The Congos,Heart Of The Congos,Blood And Fire
world,9604,"April 1-7, 1996",(Various),Heavyweight Sound,Blood And Fire
world,9604,"April 1-7, 1996",Marta Sebestyen,Kismet,Hannibal
world,9604,"April 1-7, 1996",Aisha Kandisha's Jarrg,Shabeesation,Rykodisc
world,9604,"April 1-7, 1996",(Various),Musiki Wa Dansi,Africassette
world,9604,"April 1-7, 1996",Abdoulaye Diabate,Djiriyo,Stern's Africa
world,9605,"April 29-May 5, 1996",(Various),Brasil:A Century Of Song,Blue Jackel
world,9605,"April 29-May 5, 1996",Nusrat Fateh Ali Khan,Night Song,Real World
world,9605,"April 29-May 5, 1996",Jesus Alemany's,Cubanismo!,Hannibal
world,9605,"April 29-May 5, 1996",(Various),1975-1995 Independencia,Tinder
world,9605,"April 29-May 5, 1996",The Congos,Heart Of The Congos,Blood And Fire
world,9605,"April 29-May 5, 1996",Peter Tosh,The Toughest,Heartbeat
world,9605,"April 29-May 5, 1996",Eat The Dream,Morrocan Reveries,Tinder
world,9605,"April 29-May 5, 1996",Abdoulaye Diabate,Djiriyo,Stern's Africa
world,9605,"April 29-May 5, 1996",Possession+African Dub,Off World One,Sub Meta
world,9605,"April 29-May 5, 1996",Ladysmith Black Mambazo,Thuthukani Ngoxolo,Shanachie
world,9606,"June 3-9, 1996",Chief Stephen Osita O,Kedu America,Xenophile
world,9606,"June 3-9, 1996",Ashley MacIsaac,"Hi, How Are You Today?",A & M
world,9606,"June 3-9, 1996",(Various),1975-1995 Independencia,Tinder
world,9606,"June 3-9, 1996",Possession+African Dub,Off World One,Sub Meta
world,9606,"June 3-9, 1996",(Various),Grooving At Studio One,Heartbeat
world,9606,"June 3-9, 1996",Peter Tosh,The Toughest,Heartbeat
world,9606,"June 3-9, 1996",(Various),Conscious Ragga Vol 1,Greensleeves
world,9606,"June 3-9, 1996",Eat The Dream,Morrocan Reveries,Tinder
world,9606,"June 3-9, 1996",Jaojoby,Salegy!,Xenophile
world,9606,"June 3-9, 1996",The Congos,Heart Of The Congos,Blood And Fire
world,9607,"July 1-7, 1996",(Various),Batucada,Mr. Bongo
world,9607,"July 1-7, 1996",Sheila Chandra,ABoneCroneDrone,Real World
world,9607,"July 1-7, 1996",Abdel Ali Slimani,Mraya,Real World
world,9607,"July 1-7, 1996",Thomas Mapfumo,The Singles,Zimbob
world,9607,"July 1-7, 1996",Ashley MacIsaac,"Hi, How Are You Today?",A & M
world,9607,"July 1-7, 1996",Samite,Silina Musango,Xenophile
world,9607,"July 1-7, 1996",Chief Stephen Osita O,Kedu America,Xenophile
world,9607,"July 1-7, 1996",Nusrat Fateh Ali Khan,Intoxicated Spirit,Shanachie
world,9607,"July 1-7, 1996",James Chimombe,Best Of James Chimombe,Zimbob
world,9607,"July 1-7, 1996",Nusrat Fateh Ali Khan,Megastar,Interra
world,9608,"July 29-August 4, 1996",(Various),Batucada,Mr. Bongo
world,9608,"July 29-August 4, 1996",Hedinigarna,The Heathens Fire,TriStar/Silence
world,9608,"July 29-August 4, 1996",Sheila Chandra,ABoneCroneDrone,Real World
world,9608,"July 29-August 4, 1996",Abdel Ali Slimani,Mraya,Real World
world,9608,"July 29-August 4, 1996",Najma,Forbidden Kiss,Shanachie
world,9608,"July 29-August 4, 1996",Samite,Silina Musango,Xenophile
world,9608,"July 29-August 4, 1996",Ashley MacIsaac,"Hi, How Are You Today?",A & M
world,9608,"July 29-August 4, 1996",Tarika Sammy,Beneath Southern Skies,Shanachie
world,9608,"July 29-August 4, 1996",Thomas Mapfumo,The Singles,Zimbob
world,9608,"July 29-August 4, 1996",Nusrat Fateh Ali Khan,Megastar,Interra
world,9609,"September 2-8, 1996",(Various),Secret Museum Of Mankind,Yazoo
world,9609,"September 2-8, 1996",Hedinigarna,The Heathens Fire,TriStar/Silence
world,9609,"September 2-8, 1996",(Various),Batucada,Mr. Bongo
world,9609,"September 2-8, 1996",Sheila Chandra,ABoneCroneDrone,Real World
world,9609,"September 2-8, 1996",Abdel Ali Slimani,Mraya,Real World
world,9609,"September 2-8, 1996",I.K. Dairo,Definitive Dairo,Xenophile
