genre,chart_page,period,artist,title,label
americana,9906,"May 3- June 6, 1999",June Carter Cash,Press On,Risk/Small Hairy Dog
americana,9907,"June 28 - July 4, 1999",Fred Eaglesmith,50-Odd Dollars,Razor & Tie
americana,9907,"June 28 - July 4, 1999",Mary Janes,Record No. 1,Delmore
americana,9907,"June 28 - July 4, 1999",(Various),Edges From The Postcard 3,Hayden's Ferry
americana,9907,"June 28 - July 4, 1999",(Various),Return Of The Grievous Angel,Almo Sounds
americana,9907,"June 28 - July 4, 1999",Johnny Dilks & his Visitacion Valley Boys,Acres Of Heartache,HMG
americana,9907,"June 28 - July 4, 1999",Shaver,Electric Shaver,New West
americana,9907,"June 28 - July 4, 1999",The Blue Rags,Eat At Joe's,Sub Pop
americana,9907,"June 28 - July 4, 1999",Danny Gatton,Hot Rod Guitar: The Danny Gatton Anthology,Rhino
americana,9907,"June 28 - July 4, 1999",Bryan Cohen & the A.M. Disasters,Gone Awry,Weekend Furlough
americana,9907,"June 28 - July 4, 1999",(Various),Rebels & Outlaws: Music From The Wild Side Of Life,Capitol
americana,9907,"June 28 - July 4, 1999",Lyle Lovett,Live In Texas,Curb / MCA
americana,9907,"June 28 - July 4, 1999",(Various),Appalachian Stomp: More Bluegrass Classics,Rhino
americana,9907,"June 28 - July 4, 1999",Fernando,Old Man Motel,Cravedog
americana,9907,"June 28 - July 4, 1999",Jon Dee Graham,Summerland,New West
americana,9907,"June 28 - July 4, 1999",Spade Cooley,Shame On You,Soundies/ Bloodshot
americana,9907,"June 28 - July 4, 1999",The Dickel Brothers,"Let Her Go, God Bless Her",Empty
americana,9907,"June 28 - July 4, 1999",Kevin Welch,Beneath My Wheels,Dead Reckoning
americana,9907,"June 28 - July 4, 1999",Richard Buckner,Bloomed,Slow River / Rykodisc
americana,9907,"June 28 - July 4, 1999",Joe Goldmark,All Hat-No Cattle,HMG
americana,9907,"June 28 - July 4, 1999",Toni Price,Low Down And Up,Antone's
americana,9907,"June 28 - July 4, 1999",Red Star Belgrade,The Fractured Hymnal,Checkered Past
americana,9907,"June 28 - July 4, 1999",The Backsliders,Southern Lines,Mammoth
americana,9907,"June 28 - July 4, 1999",Alejandro Escovedo,Bourbonitis Blues,Bloodshot
americana,9907,"June 28 - July 4, 1999",Brian Kenny,A.M. Fade,Silver I
americana,9907,"June 28 - July 4, 1999",Ronnie Dawson,More Bad Habits,Yep Roc
americana,9907,"June 28 - July 4, 1999",Bill Kirchen,Raise A Ruckus,Hightone
americana,9907,"June 28 - July 4, 1999",Mandy Barnett,I've Got A Right To Cry,Sire
americana,9907,"June 28 - July 4, 1999",Ned Sublette,Cowboy Rumba,Palm Pictures
americana,9907,"June 28 - July 4, 1999",Longview,High Lonesome,Rounder
americana,9907,"June 28 - July 4, 1999",Carl Sonny Leyland,I'm Wise,HMG
americana,9907,"June 28 - July 4, 1999",Marty Stuart,The Pilgrim,MCA
americana,9907,"June 28 - July 4, 1999",Rex Allen,The Last Of The Great Singing Cowboys,Soundies
americana,9907,"June 28 - July 4, 1999",Woody Guthrie,Buffalo Skinners,Smithsonian/Folkways
americana,9907,"June 28 - July 4, 1999",Powell/O'Brien/Herrmann,Songs From The Mountain,Howdy Skies
americana,9907,"June 28 - July 4, 1999",Big Sandy & his Fly-Rite Boys,Radio Favorites,HMG
americana,9907,"June 28 - July 4, 1999",Scottie Sparks,Scottie Sparks,Doobie Shea
americana,9907,"June 28 - July 4, 1999",Blue Rooster,Sweet Booty Biscuit,self-released
americana,9907,"June 28 - July 4, 1999",Lynn Morris,You'll Never Be The Sun,Rounder
americana,9907,"June 28 - July 4, 1999",Benny Martin,"The ""Big Tiger"" Roars Again Part 1",OMS
americana,9907,"June 28 - July 4, 1999",June Carter Cash,Press On,Risk/Small Hairy Dog
americana,9908,"August 2 - 8, 1999",The Dusty 45s,Shackin' Up,self-released
americana,9908,"August 2 - 8, 1999",Kelly Joe Phelps,Shine Eyed Mister Zen,Rykodisc
americana,9908,"August 2 - 8, 1999",Wayne Hancock,"Wild, Free & Reckless",Ark 21
americana,9908,"August 2 - 8, 1999",The Meat Purveyors,More Songs About Buildings and Food,Bloodshot
americana,9908,"August 2 - 8, 1999",Hot Club of Cowtown,Tall Tales,Hightone
americana,9908,"August 2 - 8, 1999",(Various),Edges From The Postcard 3,Hayden's Ferry
americana,9908,"August 2 - 8, 1999",(Various),Return Of The Grievous Angel,Almo Sounds
americana,9908,"August 2 - 8, 1999",Bobby Horton vs. Derek Peterson,14 Jawbreakin' Hits!,Texas Jamboree
americana,9908,"August 2 - 8, 1999",Dave Schramm,Hammer and Nails,Cantamount
americana,9908,"August 2 - 8, 1999",Courtney Granger,Un Bal Chez Balfa,Rounder
americana,9908,"August 2 - 8, 1999",The Sovines,Truckers Welcome,Kingpin
americana,9908,"August 2 - 8, 1999",Clarence Gatemouth Brown,"American Music, Texas Style",Blue Thumb
americana,9908,"August 2 - 8, 1999",Road Kings,Road Kings,Surfdog
americana,9908,"August 2 - 8, 1999",Bruce Daigrepont,Paradis,Rounder
americana,9908,"August 2 - 8, 1999",Julie Miller,Broken Things,Hightone
americana,9908,"August 2 - 8, 1999",Texas Tornados,"Live From The Limo, Volume 1",Frontera
americana,9908,"August 2 - 8, 1999",Jon Dee Graham,Summerland,New West
americana,9908,"August 2 - 8, 1999",Lyle Lovett,Live In Texas,Curb / MCA
americana,9908,"August 2 - 8, 1999",Chez les Cajuns,Chez les Cajuns,Narada
americana,9908,"August 2 - 8, 1999",Rex Hobart & the Misery Boys,Forever Always Ends,Bloodshot
americana,9908,"August 2 - 8, 1999",Kevin Welch,Beneath My Wheels,Dead Reckoning
americana,9908,"August 2 - 8, 1999",Richard Buckner,Bloomed,Slow River / Rykodisc
americana,9908,"August 2 - 8, 1999",The Paladins,Slippin' In,RUF
americana,9908,"August 2 - 8, 1999",Ray Wylie Hubbard,Crusades Of The Restless Knights,Philo
americana,9908,"August 2 - 8, 1999",Bryan Cohen & the A.M. Disasters,Gone Awry,Weekend Furlough
americana,9908,"August 2 - 8, 1999",Fernando,Old Man Motel,Cravedog
americana,9908,"August 2 - 8, 1999",The Dickel Brothers,"Let Her Go, God Bless Her",Empty
americana,9908,"August 2 - 8, 1999",Mary Janes,Record No. 1,Delmore
americana,9908,"August 2 - 8, 1999",Jesse Winchester,Gentleman of Leisure,Sugar Hill
americana,9908,"August 2 - 8, 1999",Bruce Robison,Long Way Home From Anywhere,Lucky Dog
americana,9908,"August 2 - 8, 1999",Johnny Dilks & his Visitacion Valley Boys,Acres Of Heartache,HMG
americana,9908,"August 2 - 8, 1999",Blue Highway,Blue Highway,Ceili Music
americana,9908,"August 2 - 8, 1999",Marty Stuart,The Pilgrim,MCA
americana,9908,"August 2 - 8, 1999",Longview,High Lonesome,Rounder
americana,9908,"August 2 - 8, 1999",Fred Eaglesmith,50-Odd Dollars,Razor & Tie
americana,9908,"August 2 - 8, 1999",Dudley Connell & Don Rigsby,Meet Me By The Moonlight,Sugar Hill
americana,9908,"August 2 - 8, 1999",(Various),Rebels & Outlaws: Music From The Wild Side Of Life,Capitol
americana,9908,"August 2 - 8, 1999",George Jones,Cold Hard Truth,Asylum
americana,9908,"August 2 - 8, 1999",Lynn Morris,You'll Never Be The Sun,Rounder
americana,9908,"August 2 - 8, 1999",Benny Martin,"The ""Big Tiger"" Roars Again Part 1",OMS
americana,9909,"August 30 - Sept 5, 1999",Rico Bell & The Snake Handlers,Dark Side of The Mersey,Bloodshot
americana,9909,"August 30 - Sept 5, 1999",Wayne Hancock,"Wild, Free & Reckless",Ark 21
americana,9909,"August 30 - Sept 5, 1999",The Dusty 45s,Shackin' Up,self-released
americana,9909,"August 30 - Sept 5, 1999",Kelly Joe Phelps,Shine Eyed Mister Zen,Rykodisc
americana,9909,"August 30 - Sept 5, 1999",The Meat Purveyors,More Songs About Buildings and Cows,Bloodshot
americana,9909,"August 30 - Sept 5, 1999",Hot Club of Cowtown,Tall Tales,Hightone
americana,9909,"August 30 - Sept 5, 1999",Julie Miller,Broken Things,Hightone
americana,9909,"August 30 - Sept 5, 1999",Souvenirs,King of Heartache,Will
americana,9909,"August 30 - Sept 5, 1999",Dave Schramm,Hammer and Nails,Cantamount
americana,9909,"August 30 - Sept 5, 1999",Courtney Granger,Un Bal Chez Balfa,Rounder
americana,9909,"August 30 - Sept 5, 1999",Volebeats,Solitude,Safe House
americana,9909,"August 30 - Sept 5, 1999",Jack Ingram,Hey You,Lucky Dog
americana,9909,"August 30 - Sept 5, 1999",Anna Fermin's Trigger Gospel,Things To Come,Sighlow
americana,9909,"August 30 - Sept 5, 1999",Bruce Daigrepont,Paradis,Rounder
americana,9909,"August 30 - Sept 5, 1999",Hank Williams III,Risin' Outlaw,Curb
americana,9909,"August 30 - Sept 5, 1999",Buckeye,Buckeye,self-released
americana,9909,"August 30 - Sept 5, 1999",Road Kings,Road Kings,Surfdog
americana,9909,"August 30 - Sept 5, 1999",Chez les Cajuns,Chez les Cajuns,Narada
americana,9909,"August 30 - Sept 5, 1999",Bobby Horton vs. Derek Peterson,14 Jawbreakin' Hits!,Texas Jamboree
americana,9909,"August 30 - Sept 5, 1999",Texas Tornados,"Live From The Limo, Volume 1",Frontera
americana,9909,"August 30 - Sept 5, 1999",The Sovines,Truckers Welcome,Kingpin
americana,9909,"August 30 - Sept 5, 1999",Clarence Gatemouth Brown,"American Music, Texas Style",Blue Thumb
americana,9909,"August 30 - Sept 5, 1999",Ray Wylie Hubbard,Crusades Of The Restless Knights,Philo
americana,9909,"August 30 - Sept 5, 1999",Lyle Lovett,Live In Texas,Curb / MCA
americana,9909,"August 30 - Sept 5, 1999",(Various),Edges From The Postcard 3,Hayden's Ferry
americana,9909,"August 30 - Sept 5, 1999",The Paladins,Slippin' In,RUF
americana,9909,"August 30 - Sept 5, 1999",Jon Dee Graham,Summerland,New West
americana,9909,"August 30 - Sept 5, 1999",Bruce Robison,Long Way Home From Anywhere,Lucky Dog
americana,9909,"August 30 - Sept 5, 1999",Rex Hobart & the Misery Boys,Forever Always Ends,Bloodshot
americana,9909,"August 30 - Sept 5, 1999",Jesse Winchester,Gentleman of Leisure,Sugar Hill
americana,9909,"August 30 - Sept 5, 1999",Roger Wallace,Hillbilly Heights,Texas Round-Up
americana,9909,"August 30 - Sept 5, 1999",(Various),Return Of The Grievous Angel,Almo Sounds
americana,9909,"August 30 - Sept 5, 1999",Mountain Heart,Mountain Heart,Doobie Shea
americana,9909,"August 30 - Sept 5, 1999",Kevin Welch,Beneath My Wheels,Dead Reckoning
americana,9909,"August 30 - Sept 5, 1999",Blue Highway,Blue Highway,Ceili Music
americana,9909,"August 30 - Sept 5, 1999",Dudley Connell & Don Rigsby,Meet Me By The Moonlight,Sugar Hill
americana,9909,"August 30 - Sept 5, 1999",Marty Stuart,The Pilgrim,MCA
americana,9909,"August 30 - Sept 5, 1999",The Dickel Brothers,"Let Her Go, God Bless Her",Empty
americana,9909,"August 30 - Sept 5, 1999",Asleep At The Wheel,Ride With Bob,DreamWorks
americana,9909,"August 30 - Sept 5, 1999",George Jones,Cold Hard Truth,Asylum
americana,9912,"December 6 - December 12, 1999",Sally Timms,Cowboy Sally's Twilight Laments,Bloodshot
americana,9912,"December 6 - December 12, 1999",The Ex-Husbands,All Gussied Up,Tar Hut
americana,9912,"December 6 - December 12, 1999",Teddy Morgan and the Pistolas,Lost Love and Highways,Hightone
americana,9912,"December 6 - December 12, 1999",Deke Dickerson and the Ecco-fonics,More Million Sellers,Hightone
americana,9912,"December 6 - December 12, 1999",Tom Morrell and the Time-Warp Top Hands,Wolf Tracks,Shanachie
americana,9912,"December 6 - December 12, 1999",Guy Clark,Cold Dog Soup,Sugar Hill
americana,9912,"December 6 - December 12, 1999",Buddy Miller,Cruel Moon,Hightone
americana,9912,"December 6 - December 12, 1999",Last Train Home,True North,Adult Swim
americana,9912,"December 6 - December 12, 1999",Blue Mountain,Tales Of A Traveler,Roadrunner
americana,9912,"December 6 - December 12, 1999",RB Morris,Zeke and the Wheel,Koch
americana,9912,"December 6 - December 12, 1999",Richmond Fontaine,Lost Son,Cavity Search
americana,9912,"December 6 - December 12, 1999",Larry Barrett,The Big Slowdown,Barking Music
americana,9912,"December 6 - December 12, 1999",Pete Krebs,Bittersweet Valentines,Cavity Search
americana,9912,"December 6 - December 12, 1999",(Various),Poor Little Knitter On The Road,Bloodshot
americana,9912,"December 6 - December 12, 1999",The Derailers,Full Western Dress,Sire
americana,9912,"December 6 - December 12, 1999",Octa Clark & Hector Duhon,Old Time Cajun Music,Arhoolie
americana,9912,"December 6 - December 12, 1999",The Souvenirs,King of Heartache,Will
americana,9912,"December 6 - December 12, 1999",Johnny Dowd,Pictures From Life's Other Side,Koch
americana,9912,"December 6 - December 12, 1999",The Cornell Hurd Band,At Large,Behemoth
americana,9912,"December 6 - December 12, 1999",Don Walser,Here's To Country Music,Sire
americana,9912,"December 6 - December 12, 1999",Lee Hazlewood,Requiem For An Almost Lady/Trouble Is A Lonesome Town,Smells Like
americana,9912,"December 6 - December 12, 1999",Freakwater,End Time,Thrill Jockey
americana,9912,"December 6 - December 12, 1999",The Lloyds,The Lloyds,self-released
americana,9912,"December 6 - December 12, 1999",Trailer Bride,Whine De Lune,Bloodshot
americana,9912,"December 6 - December 12, 1999",The Sadies,Pure Diamond Gold,Bloodshot
americana,9912,"December 6 - December 12, 1999",Hank Thompson,Hank World,Bloodshot/Soundies
americana,9912,"December 6 - December 12, 1999",Bottle Rockets,Brand New Year,Doolittle
americana,9912,"December 6 - December 12, 1999",Red Mountain Mixes,Howlin' Wind,RMR
americana,9912,"December 6 - December 12, 1999","Barnes, Hokkanen & Rubin",aka the mad cat trio,LumpyDisc
americana,9912,"December 6 - December 12, 1999",Pee Wee King's Country Hoedown Bloodshot,,
americana,9912,"December 6 - December 12, 1999",The Mavericks,Super Colossal Smash Hits Of The 90s,Mercury
americana,9912,"December 6 - December 12, 1999",Dolly Parton - T,he Grass Is Blue,Sugar Hill
americana,9912,"December 6 - December 12, 1999",Ed Burleson,My Perfect World,(Tornado)
americana,9912,"December 6 - December 12, 1999",Larry Cordle & Lonesome Standard Time,Murder On Music Row,Shell Point
americana,9912,"December 6 - December 12, 1999",IIIrd Tyme Out,John & Mary,Rounder
americana,9912,"December 6 - December 12, 1999",Jim Lauderdale & Ralph Stanley,I Feel Like Singing Today,Rebel
americana,9912,"December 6 - December 12, 1999",Katy Moffatt,Loose Diamond,Hightone
americana,9912,"December 6 - December 12, 1999",Alan Jackson,Under The Influence,Arista
americana,9912,"December 6 - December 12, 1999",Gary Allan,Smoke Rings In the Dark MCA,
americana,9912,"December 6 - December 12, 1999",The Dixie Chicks,Fly,Monument
blues,0001,"January 3 - January 9, 2000",(Various),Earwig Music 20th Anniversary Special,(Earwig)
blues,0001,"January 3 - January 9, 2000",Lurrie Bell,Blues Had A Baby,( Delmark )
blues,0001,"January 3 - January 9, 2000",(Various),Deep South Blues,( HMG/High Water )
blues,0001,"January 3 - January 9, 2000",B.B. King,Let The Good Times Roll,( MCA )
blues,0001,"January 3 - January 9, 2000",(Various),Chicago Ain't Nothin' But A Blues Band,( Delmark )
blues,0001,"January 3 - January 9, 2000",Sunnyland Slim,Smile On My Face,( Delmark )
blues,0001,"January 3 - January 9, 2000",(Various),Living Country Blues,(Evidence)
blues,0001,"January 3 - January 9, 2000",(Various),Sacred Steel - Live!,( Arhoolie )
blues,0001,"January 3 - January 9, 2000",Joe Louis Walker,Silvertone Blues,( Blue Thumb )
blues,0001,"January 3 - January 9, 2000",(Various),Central Avenue Sounds,( Rhino )
blues,0002,"January 31 - February 6, 2000",(Various),Music From The Zydeco Kingdom,( Rounder )
blues,0002,"January 31 - February 6, 2000",Super Chikan,What You See,( Fat Possum )
blues,0002,"January 31 - February 6, 2000",Sugarman Three,Soul Donkey,( Desco )
blues,0002,"January 31 - February 6, 2000",Sax Gordon,You Knock Me Out,( Bullseye )
blues,0002,"January 31 - February 6, 2000",Claude Williams,Swingin' The Blues,( Bullseye )
blues,0002,"January 31 - February 6, 2000",(Various),Louisiana Gumbo,( Putumayo )
blues,0002,"January 31 - February 6, 2000",R.L. Burnside,My Black Name A-Ringin',(Genes)
blues,0002,"January 31 - February 6, 2000","Clifton Chenier, Mance Lipscomb, Lightning Hopkins",Live!,( Arhoolie )
blues,0002,"January 31 - February 6, 2000",(Various),Earwig Music 20th Anniversary Special,(Earwig)
blues,0002,"January 31 - February 6, 2000",(Various),Deep South Blues,( HMG/High Water )
blues,9604,"April 1-7, 1996",Big Al Dupree,Swings The Blues,Dallas Blues Society
blues,9604,"April 1-7, 1996",Taj Mahal,Phantom Blues,Private
blues,9604,"April 1-7, 1996",W C Clark,Texas Soul,Black Top
blues,9604,"April 1-7, 1996",Long John Hunter,Border Town Legend,Alligator
blues,9604,"April 1-7, 1996",Wynonie Harris,Everybody Boogie!,Delmark
blues,9604,"April 1-7, 1996",Chicago Bob Nelson,Back To Bogalusa,King Snake
blues,9604,"April 1-7, 1996",Smoky Babe/H Johnson,Louisiana Country Blues,Arhoolie
blues,9604,"April 1-7, 1996",Cephas & Wiggins,Cool Down,Alligator
blues,9604,"April 1-7, 1996",Slim Harpo,The Scratch,Excello
blues,9604,"April 1-7, 1996","Blu Lu,Wee Bea,Baby D",Don't You Feel My Leg,Delmark
blues,9605,"April 29-May 5, 1996",Alvin Youngblood Hart,Big Mama's Door,OKeh/550 Music
blues,9605,"April 29-May 5, 1996",Big Al Dupree,Swings The Blues,Dallas Blues Society
blues,9605,"April 29-May 5, 1996",(Various),Collectors' Choice,Rounder
blues,9605,"April 29-May 5, 1996",Ernie Johnson,In The Mood,Waldoxy
blues,9605,"April 29-May 5, 1996",W C Clark,Texas Soul,Black Top
blues,9605,"April 29-May 5, 1996","Blu Lu,Wee Bea,Baby D",Don't You Feel My Leg,Delmark
blues,9605,"April 29-May 5, 1996",Wynonie Harris,Everybody Boogie!,Delmark
blues,9605,"April 29-May 5, 1996",Chicago Bob Nelson,Back To Bogalusa,King Snake
blues,9605,"April 29-May 5, 1996",Taj Mahal,Phantom Blues,Private
blues,9605,"April 29-May 5, 1996",Alphonse Ardoin,Le Musique Creole,Arhoolie
blues,9606,"June 3-9, 1996",Alvin Youngblood Hart,Big Mama's Door,OKeh/550 Music
blues,9606,"June 3-9, 1996",Floyd Dixon,Wake Up And Live!,Alligator
blues,9606,"June 3-9, 1996",(Various),Collectors' Choice,Rounder
blues,9606,"June 3-9, 1996",W C Clark,Texas Soul,Black Top
blues,9606,"June 3-9, 1996",Ernie Johnson,In The Mood,Waldoxy
blues,9606,"June 3-9, 1996",Reverend Gary Davis,"O, Glory",Genes
blues,9606,"June 3-9, 1996",Big Al Dupree,Swings The Blues,Dallas Blues Society
blues,9606,"June 3-9, 1996",Wynonie Harris,Everybody Boogie!,Delmark
blues,9606,"June 3-9, 1996",Alphonse Ardoin,Le Musique Creole,Arhoolie
blues,9606,"June 3-9, 1996","Blu Lu,Wee Bea,Baby D",Don't You Feel My Leg,Delmark
blues,9607,"July 1-7, 1996",Alvin Youngblood Hart,Big Mama's Door,OKeh/550 Music
blues,9607,"July 1-7, 1996",Floyd Dixon,Wake Up And Live!,Alligator
blues,9607,"July 1-7, 1996",Geno Delafose,That's What I'm Talking,Rounder
blues,9607,"July 1-7, 1996",Rusty Zinn,Sittin' & Waitin',Black Top
blues,9607,"July 1-7, 1996",Robert Ealey,Turn Out The Lights,Black Top
blues,9607,"July 1-7, 1996",(Various),Collectors' Choice,Rounder
blues,9607,"July 1-7, 1996",Keb' Mo',Just Like You,OKeh/Epic
blues,9607,"July 1-7, 1996",Reverend Gary Davis,"O, Glory",Genes
blues,9607,"July 1-7, 1996",W C Clark,Texas Soul,Black Top
blues,9607,"July 1-7, 1996",Ernie Johnson,In The Mood,Waldoxy
blues,9608,"July 29-August 4, 1996",R L Burnside,A Ass Pocket Of Whiskey,Matador
blues,9608,"July 29-August 4, 1996",Dave Soldier,The Kropotkins,Koch
blues,9608,"July 29-August 4, 1996",Johnny Copeland,Jungle Swing,Verve
blues,9608,"July 29-August 4, 1996",Geno Delafose,That's What I'm Talking,Rounder
blues,9608,"July 29-August 4, 1996",Floyd Dixon,Wake Up And Live!,Alligator
blues,9608,"July 29-August 4, 1996",Rusty Zinn,Sittin' & Waitin',Black Top
blues,9608,"July 29-August 4, 1996",Byther Smith,Mississippi Kid,Delmark
blues,9608,"July 29-August 4, 1996",William Clarke,The Hard Way,Alligator
blues,9608,"July 29-August 4, 1996",Tutu Jones,Blue Texas Soul,Bullseye
blues,9608,"July 29-August 4, 1996",Robert Ealey,Turn Out The Lights,Black Top
blues,9609,"September 2-8, 1996",Dave Soldier,The Kropotkins,Koch
blues,9609,"September 2-8, 1996",R L Burnside,A Ass Pocket Of Whiskey,Matador
blues,9609,"September 2-8, 1996",Beau Jocque,Gonna Take You Downtown,Rounder
blues,9609,"September 2-8, 1996",Johnny Copeland,Jungle Swing,Verve
blues,9609,"September 2-8, 1996",(Various),Angola Prisoners' Blues,Arhoolie
blues,9609,"September 2-8, 1996",Robert Ealey,Turn Out The Lights,Black Top
blues,9609,"September 2-8, 1996",Tutu Jones,Blue Texas Soul,Bullseye
blues,9609,"September 2-8, 1996",William Clarke,The Hard Way,Alligator
blues,9609,"September 2-8, 1996",Byther Smith,Mississippi Kid,Delmark
blues,9609,"September 2-8, 1996",Rusty Zinn,Sittin' & Waitin',Black Top
blues,9610,"September 30-October 6, 1996",Dave Soldier,The Kropotkins,Koch
blues,9610,"September 30-October 6, 1996",Beau Jocque,Gonna Take You Downtown,Rounder
blues,9610,"September 30-October 6, 1996",(Various),Angola Prisoners' Blues,Arhoolie
blues,9610,"September 30-October 6, 1996",Johnny Copeland,Jungle Swing,Verve
blues,9610,"September 30-October 6, 1996",Robert Ealey,Turn Out The Lights,Black Top
blues,9610,"September 30-October 6, 1996",Byther Smith,Mississippi Kid,Delmark
blues,9610,"September 30-October 6, 1996",Tutu Jones,Blue Texas Soul,Bullseye
blues,9610,"September 30-October 6, 1996",William Clarke,The Hard Way,Alligator
blues,9610,"September 30-October 6, 1996",Rusty Zinn,Sittin' & Waitin',Black Top
blues,9610,"September 30-October 6, 1996",R L Burnside,A Ass Pocket Of Whiskey,Matador
blues,9611,"October 28-November 3, 1996",(Various),The Doo Wop Box II,Rhino
blues,9611,"October 28-November 3, 1996",Guy Davis,Call Down The Thunder,Red House
blues,9611,"October 28-November 3, 1996",Mike Henderson,First Blood,Dead Reckoning
blues,9611,"October 28-November 3, 1996",Skip James,Skip's Piano Blues,Genes/ Adelphi
blues,9611,"October 28-November 3, 1996",(Various),Evidence Blues Sampler 5,Evidence
blues,9611,"October 28-November 3, 1996",Johnny Moeller & Paul Size,Return Of The Funky Worm,Dallas Blues Society
blues,9611,"October 28-November 3, 1996",Tell Me Something:,Songs Of Mose Allison,Verve
blues,9611,"October 28-November 3, 1996",Chambers Brothers,Time Has Come,Columbia / Legacy
blues,9611,"October 28-November 3, 1996","Richard ""Hacksaw"" Harney",Sweet Man,Genes/ Adelphi
blues,9611,"October 28-November 3, 1996",Beau Jocque,Gonna Take You Downtown,Rounder
blues,9612,"December 2-8, 1996",(Various),The Doo Wop Box II,Rhino
blues,9612,"December 2-8, 1996",Guy Davis,Call Down The Thunder,Red House
blues,9612,"December 2-8, 1996",Mike Henderson,First Blood,Dead Reckoning
blues,9612,"December 2-8, 1996",Son Seals,Live - Spontaneous Combustion,Alligator
blues,9612,"December 2-8, 1996",(Various),Blues Piano Orgy,Delmark
blues,9612,"December 2-8, 1996",Jimmy Dawkins Band,Blisterstring,Delmark
blues,9612,"December 2-8, 1996",Speckled Red,The Dirty Dozens,Delmark
blues,9612,"December 2-8, 1996",Johnny Moeller & Paul Size,Return Of The Funky Worm,Dallas Blues Society
blues,9612,"December 2-8, 1996",L.C. Robinson,Mojo In My Mind,Arhoolie
blues,9612,"December 2-8, 1996",Tell Me Something:,Songs Of Mose Allison,Verve
blues,9701,"December 30-January 5, 1997",(Various),The Doo Wop Box II,Rhino
blues,9701,"December 30-January 5, 1997",Guy Davis,Call Down The Thunder,Red House
blues,9701,"December 30-January 5, 1997",Mike Henderson,First Blood,Dead Reckoning
blues,9701,"December 30-January 5, 1997",Johnny Yard Dog Jones,Ain't Gonna Worry,Earwig
blues,9701,"December 30-January 5, 1997",(Various),Blues Guitar Greats,Delmark
blues,9701,"December 30-January 5, 1997",Jimmy Dawkins Band,Blisterstring,Delmark
blues,9701,"December 30-January 5, 1997",L.C. Robinson,Mojo In My Mind,Arhoolie
blues,9701,"December 30-January 5, 1997",Willie Kent,Long Way To Ol' Miss,Delmark
blues,9701,"December 30-January 5, 1997",Son Seals,Live - Spontaneous Combustion,Alligator
blues,9701,"December 30-January 5, 1997",(Various),Blues Piano Orgy,Delmark
blues,9702,"February 3-9, 1997",Snooky Pryor,Mind Your Own Business,Antone's / Discovery
blues,9702,"February 3-9, 1997",Luther Guitar Junior Johnson,Doin' The Sugar Too,Bullseye
blues,9702,"February 3-9, 1997",Darrell Nulisch,Bluesoul,Higher Plane
blues,9702,"February 3-9, 1997",Jimmy Dawkins Band,Blisterstring,Delmark
blues,9702,"February 3-9, 1997",Willie Kent,Long Way To Ol' Miss,Delmark
blues,9702,"February 3-9, 1997",The Holmes Brothers,Promised Land,Rounder
blues,9702,"February 3-9, 1997",King Ernest,King Of Hearts,Evidence
blues,9702,"February 3-9, 1997",Johnny Yard Dog Jones,Ain't Gonna Worry,Earwig
blues,9702,"February 3-9, 1997",(Various),Blues Piano Orgy,Delmark
blues,9702,"February 3-9, 1997",L.C. Robinson,Mojo In My Mind,Arhoolie
blues,9703,"March 3-9, 1997",R L Burnside,Mr. Wizard,Fat Possum
blues,9703,"March 3-9, 1997",(Various),Sacred Steel,Arhoolie
blues,9703,"March 3-9, 1997",Snooky Pryor,Mind Your Own Business,Antone's / Discovery
blues,9703,"March 3-9, 1997",Luther Guitar Junior Johnson,Doin' The Sugar Too,Bullseye
blues,9703,"March 3-9, 1997","Artie ""Blues Boy"" White",Home Tonight,Waldoxy / Malaco
blues,9703,"March 3-9, 1997",The Holmes Brothers,Promised Land,Rounder
blues,9703,"March 3-9, 1997",Darrell Nulisch,Bluesoul,Higher Plane
blues,9703,"March 3-9, 1997",King Ernest,King Of Hearts,Evidence
blues,9703,"March 3-9, 1997",Willie Kent,Long Way To Ol' Miss,Delmark
blues,9703,"March 3-9, 1997",Johnny Yard Dog Jones,Ain't Gonna Worry,Earwig
blues,9704,"March 31-April 6, 1997",R L Burnside,Mr. Wizard,Fat Possum
blues,9704,"March 31-April 6, 1997",Corey Harris,Fish Ain't Bitin',Alligator
blues,9704,"March 31-April 6, 1997",(Various),Sacred Steel,Arhoolie
blues,9704,"March 31-April 6, 1997",Smokey Wilson,The Man From Mars,Bullseye
blues,9704,"March 31-April 6, 1997",Lead Belly,Bourgeois Blues,Smithsonian Folkways
blues,9704,"March 31-April 6, 1997","Artie ""Blues Boy"" White",Home Tonight,Waldoxy / Malaco
blues,9704,"March 31-April 6, 1997",Isaac Scott,High Class Woman,Shakira
blues,9704,"March 31-April 6, 1997",Harmonica Frank Lloyd,Great Medical Menagerist,Adelphi/Genes
blues,9704,"March 31-April 6, 1997",Darrell Nulisch,Bluesoul,Higher Plane
blues,9704,"March 31-April 6, 1997",Johnny Yard Dog Jones,Ain't Gonna Worry,Earwig
blues,9705,"April 28-May 4, 1997",Corey Harris,Fish Ain't Bitin',Alligator
blues,9705,"April 28-May 4, 1997",R L Burnside,Mr. Wizard,Fat Possum
blues,9705,"April 28-May 4, 1997",Junior Kimbrough,Most Things Haven't Worked Out,Fat Possum / Capricorn
blues,9705,"April 28-May 4, 1997",(Various),Sacred Steel,Arhoolie
